"Last crawled date","Author User Id","GPT Id","GPT Category","GPT Url","GPT Name","GPT Conversations","GPT Avg Stars","GPT Total Reviews","GPT Total Stars","GPT Description","GPT Creation Date","GPT Creation Datetime","GPT Update Date","GPT Update Datetime","GPT Logo Image URL","GPT Sharing Method","GPT Prompt Starter 1","GPT Prompt Starter 2","GPT Prompt Starter 3","GPT Prompt Starter 4","GPT Tags","GPT Capabilities Types","GPT Capabilities Actions Domains"
2024-03-19,user-w7tfSFzqQHwPZh39Qg3bYIJ7,g-TXVS1EWtA,programming,https://chat.openai.com/g/g-TXVS1EWtA-dave-the-windows-expert,Dave the Windows Expert,600,5,6,30,PowerShell-savvy Windows Server assistant.,2023-11-09,2023-11-09T19:29:36.584947+00:00,2024-02-05,2024-02-05T15:33:40.736963+00:00,https://files.oaiusercontent.com/file-rayMRDdCDqILOnpeYTEGcYPE?se=2123-10-17T02%3A17%3A43Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DColumbia%2520Cloudworks-05_edited.jpg&sig=9BjuG0LB7iBBqe%2BsGu5GZ4adRr%2BAOvARCiAeac8WJAE%3D,marketplace,What does this console output mean?,Write a PowerShell function that returns [object].,Write a script to get a registry value on all Windows Servers in AD.,"Add logging, progress, and debugging to this script.","public,reportable","browser,python",
2024-03-19,user-6766z7i5HgJqO8e5ZhbORXMv,g-tgdSXEK8i,dalle,https://chat.openai.com/g/g-tgdSXEK8i-image-imitator,Image Imitator,600,2.8,5,14,"Analyzes images, creates prompts & generates  similar (or merge into new) images",2023-11-14,2023-11-14T07:54:14.569202+00:00,2024-01-11,2024-01-11T10:41:44.254923+00:00,https://files.oaiusercontent.com/file-H1zrn1w2LkwFmynwsaZtZtfP?se=2123-10-21T11%3A51%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dda872718-bbab-47dc-8419-0d343a585014.png&sig=0WWL/uAzGtVO5I4XLTjDBva/%2Btbmu7YjfyqtMSmTYiQ%3D,marketplace,Analyse this(e) image(s) and design a similar one,Analyse this(e) image(s) and provide a prompt,,,"public,reportable",dalle,
2024-03-19,user-4jvzzqxfpVoJzYJ8kO01EMHR,g-Tfxc3s7Ya,research,https://chat.openai.com/g/g-Tfxc3s7Ya-football-match-finder,Football Match Finder,600,4.75,4,19,Searches the web for football matches and betting tips.,2023-11-27,2023-11-27T09:15:37.708514+00:00,2024-03-17,2024-03-17T10:25:20.458538+00:00,https://files.oaiusercontent.com/file-Ut3VrLUMoc3QSfcVqr4IcPi7?se=2123-11-03T09%3A17%3A43Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D5b1580fb-7260-4be4-aaba-8a255009497d.png&sig=/phYpeK2bEaB1hWImbx6RHJV2%2BUh88dyiSdRjWfrj1g%3D,marketplace,Find upcoming football matches,Provide betting tips for today's matches,List football matches this weekend,Show betting odds for Premier League,"public,reportable","browser,dalle,python",
2024-03-19,user-FA0ruA4xQS3JyQABKd9HyBKo,g-arVm6uffZ,,https://chat.openai.com/g/g-arVm6uffZ-request-for-proposal-guide,Request for Proposal Guide,600,3.78,9,34,Guides users in crafting RFP proposals step-by-step.,2023-11-09,2023-11-09T03:01:27.902663+00:00,2023-11-20,2023-11-20T16:00:28.939950+00:00,https://files.oaiusercontent.com/file-ZT9Fcml7x0JsFdsm78km6v1R?se=2123-10-16T03%3A15%3A52Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dac436e07-a1bd-4535-8ea5-0a310589a32b.png&sig=msAWHmETZ6AvqP%2B8CfIf3V1yep6kZwaeo6QvWFYkTPE%3D,marketplace,Upload your RFP document for analysis,Summarize my RFP's key requirements,Suggest improvements for my existing proposal,Help me draft my RFP proposal,"public,reportable","browser,dalle,python",
2024-03-19,user-lV1KGblWYqCBjbUfadwlFyRX,g-GP9M4UScu,,https://chat.openai.com/g/g-GP9M4UScu-blue-team-guide,Blue Team Guide,600,4.56,9,41,"it is a meticulously crafted arsenal of knowledge, insights, and guidelines that is shaped to empower organizations in crafting, enhancing, and refining their cybersecurity defenses",2023-11-14,2023-11-14T14:55:42.891059+00:00,2023-11-14,2023-11-14T15:31:51.033623+00:00,https://files.oaiusercontent.com/file-8HMSeBUlzqUMSc9P2jpge1Qp?se=2123-10-21T14%3A58%3A17Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dblueteamguides%2520%25281%2529.png&sig=WRbk1n%2BuRgjm0SlcgBLl46crpCmPEOdoJR24D58GN38%3D,marketplace,,,,,"public,reportable","browser,dalle",
2024-03-19,user-rxDXqAKLP9GzGuPZRomyQOEm,g-VnEbmlyuf,other,https://chat.openai.com/g/g-VnEbmlyuf-cx-sales-bot,CX Sales Bot,600,4.27,11,47,**ATTENTION USER** NEW SALES BOT INCOMING- VISIT HIGHSPOT PAGE FOR NEW LINKS NEXT WEEK!,2023-11-09,2023-11-09T13:25:07.238892+00:00,2024-03-14,2024-03-14T17:06:10.556740+00:00,https://files.oaiusercontent.com/file-ePkkwBIOsYUZxeCBLCBRMb7q?se=2123-10-16T14%3A30%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-10-31%252011.29.29%2520-%2520Photo%2520of%2520a%2520robotic%2520icon%2520inside%2520a%2520circular%2520frame%252C%2520representing%2520the%2520%2527Sales%2520Bot%2527.%2520The%2520robot%2520is%2520designed%2520with%2520a%2520futuristic%2520aesthetic.%2520Attached%2520to%2520the%2520robo.png&sig=wuH4DrJnW%2Bpaq7SD5c8ldwWbuVJaRotV/zkDXfQvOGE%3D,link,/prospect [company name],How do I use Sales Bot?,What is the 3 Step Prospecting GPT process?,List commands for Sales Bot,"public,reportable","browser,python",
2024-03-19,user-VeusqCZJ1vr2vGZ40H0CzYEd,g-u1O5yxYeW,programming,https://chat.openai.com/g/g-u1O5yxYeW-rust-assistant,Rust Assistant,600,4.4,5,22,"Your go-to expert in the Rust ecosystem, specializing in precise code interpretation, up-to-date crate version checking, and in-depth source code analysis. I offer accurate, context-aware insights for all your Rust programming questions.",2024-01-12,2024-01-12T09:25:10.575749+00:00,2024-01-31,2024-01-31T04:56:10.137769+00:00,https://files.oaiusercontent.com/file-WrkxhiA3MPLJIp6usormre9x?se=2123-12-31T16%3A58%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dgeng_teng_Create_a_circular_white-background_headshot_of_a_pers_53ef7be7-9389-4fdd-be48-ef57c398050d.png&sig=6UrHceur7oNhY4CYMfug%2BxrpUg4SUr/EF2TNcpHEsDQ%3D,marketplace,What are the changes in the latest version of Rust?,How do I use serde crate for JSON serialization?,Can you analyze the source code of the tokio crate?,️ Help me create a project skeleton.,"public,reportable,uses_function_calls","browser,dalle,plugins_prototype,python","crates.io,rust-assistant-shuttle.shuttleapp.rs"
2024-03-19,user-vpBMzZyPtqamqf2xXNe5w748,g-d5dGH7e2B,,https://chat.openai.com/g/g-d5dGH7e2B-moviemmender,MovieMMender,600,,0,0,Recommends movies based on your likings,2023-11-11,2023-11-11T17:03:18.642518+00:00,2023-11-11,2023-11-11T18:14:39.572603+00:00,https://files.oaiusercontent.com/file-J9Rh9GM8wCuulIUXFkczxutH?se=2123-10-18T18%3A02%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D2e078fa6-db78-4001-a601-777fe49704b2.png&sig=SVA0zv%2Bzo%2BkJdj/hFjLqn0vZGRThSVd6sPUzNUl8Ql4%3D,link,Movies like Lord of the Rings.,Similar to Pulp Fiction?,Suggestions for fans of The Lion King,Find movies akin to Fight Club,"public,reportable",browser,
2024-03-19,user-RATcLa6YoW2cw1cAIgR15d4p,g-30h9MTwn4,lifestyle,https://chat.openai.com/g/g-30h9MTwn4-ifs-coach,IFS Coach,600,4,5,20,"Practical, approachable coach specializing in IFS.",2023-11-10,2023-11-10T18:26:04.029808+00:00,2024-01-18,2024-01-18T13:15:11.490485+00:00,https://files.oaiusercontent.com/file-yIAnj4lc87wvO1hyhWFvKEfL?se=2123-12-16T00%3A44%3A40Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dfish.png&sig=65sd%2BAPWUA08lAIduMkD4D7oxmzsuQUasvdh01a40kk%3D,marketplace,How can I better understand my reactions in stressful situations?,What strategies can I use to improve my communication skills?,Помоги мне с моими целями,Испытываю сложную ситуацию,"public,reportable","browser,dalle,python",
2024-03-19,user-mID7l9nMwsXp9leD813vW8r5,g-nnEaIccpY,,https://chat.openai.com/g/g-nnEaIccpY-chibi-digi-dolls,Chibi Digi Dolls,600,4.43,7,31,Chibi Babe Creation Specialist,2023-12-14,2023-12-14T13:33:05.532972+00:00,2023-12-15,2023-12-15T16:48:19.085735+00:00,https://files.oaiusercontent.com/file-jqChjGk2vv326Mu5Wfl7nGgP?se=2123-11-20T13%3A52%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D78719bb7-1df9-47af-9d56-76431ebe9829.png&sig=TfZCAxaZz1S4%2BmJE2/UjXPb72qD6cbTr1aZLfzHrNVc%3D,link,Design a Chibi doll with a winter theme.,Create a Chibi character in a fantasy setting.,Suggest a Chibi doll inspired by a historical figure.,Craft a Chibi version of a modern celebrity.,"public,reportable","browser,dalle,python",
2024-03-19,user-Kz30tHipVZa5Xmjh84jnE9Nr,g-bE8NlTPzO,programming,https://chat.openai.com/g/g-bE8NlTPzO-kql-query-helper,KQL Query Helper,600,3.45,11,38,"The KQL Query Helper GPT is tailored specifically for assisting users with Kusto Query Language (KQL) queries. It leverages extensive knowledge from Azure Data Explorer documentation to aid users in understanding, reviewing, and creating new KQL queries based on their prompts.",2023-11-11,2023-11-11T12:15:38.140313+00:00,2024-02-23,2024-02-23T10:34:41.633681+00:00,https://files.oaiusercontent.com/file-o0SXL80ql8uPDQ34FktKPu0o?se=2123-10-18T12%3A29%3A57Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D634c6eca-e497-4f22-a46d-0380d0e3b406.png&sig=QSATRwBxSz8/ZKQlHqiVSP6iRoP/ecmHXXZ5AzKo9fg%3D,marketplace,How do I write a KQL query for list all the login failures?,Can you help me understand this KQL function?,What does this KQL operator do?,Guide me through creating a KQL query for...,"public,reportable","browser,python",
2024-03-19,user-MbfajJTLFTYCkwKNipiNB9rO,g-qCVWQ8Wgc,dalle,https://chat.openai.com/g/g-qCVWQ8Wgc-art-mystic,Art Mystic,600,5,2,10,Your Guide to AI Artistry,2023-11-09,2023-11-09T03:37:40.147018+00:00,2024-01-24,2024-01-24T18:44:12.716697+00:00,https://files.oaiusercontent.com/file-9MRxM0DrrVXnpkx2IYVAXg3o?se=2123-10-16T03%3A49%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd4ad2d14-f78d-4a22-b5a9-5d06d3b09864.png&sig=r2qDOgQjTiBwbmM/ymzgvxphPZf0el5FGFbj/1rCflk%3D,marketplace,Explain the importance of iteration.,What is the gen_id used for?,Please provide feedback on my uploaded art asset.,How can you help me?,"public,reportable","browser,dalle,python",
2024-03-19,user-18mumrJxwrsLGCgltohyYsVW,g-rAKCgiWLu,lifestyle,https://chat.openai.com/g/g-rAKCgiWLu-hot-or-not-are-you-attractive,hot or not  |  Are You Attractive?,600,5,5,25,Rate your physical attractiveness on a scale from 1-10.,2023-11-14,2023-11-14T12:40:25.167510+00:00,2024-03-03,2024-03-03T03:15:44.590576+00:00,https://files.oaiusercontent.com/file-Q7Q5LaFAhEGLFk1m9voeZmCm?se=2123-10-22T10%3A05%3A58Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D6231335b-1133-41cb-addc-1b0fe0659e5e.png&sig=LVkeP9fOJgDgCMm4CQvU/b/eDZ4wthCK1N7Cks4GnGQ%3D,marketplace,Let's Get Started... [Upload A Picture To Begin],,,,"public,reportable",python,
2024-03-19,user-3AI4O3QFfG0Ed9icwoPL3yCE,g-yAwEVaLkf,programming,https://chat.openai.com/g/g-yAwEVaLkf-instruction-creator,Instruction Creator,600,4.17,6,25,"Custom GPT instruction creation guide. Copyright (C) 2024, Sourceduty - All Rights Reserved.",2023-11-22,2023-11-22T09:26:57.691051+00:00,2024-03-04,2024-03-04T09:09:33.636929+00:00,https://files.oaiusercontent.com/file-4fwJTbNM9KWiG0hHP0ba2n6e?se=2123-10-29T10%3A02%3A37Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DGPT%2520Instructions%2520Image.jpg&sig=NrOBXVVRPy0sdKS7FQEC5RIR7uVWJKqh4qQ0062Vm3A%3D,marketplace,Create custom GPT instructions.,Examples of GPT instructions.,Optimize my GPT instructions.,How to create GPT instructions?,"public,reportable","browser,python",
2024-03-19,user-DqLpRWgjji0loAk9vv1VPpEw,g-OdZvh4Mm3,,https://chat.openai.com/g/g-OdZvh4Mm3-annual-report-analysis,Annual Report Analysis,600,4.31,13,56,"Analyzes annual reports, focusing on specific user-provided data",2023-11-13,2023-11-13T06:58:01.814989+00:00,2023-11-23,2023-11-23T02:17:08.296465+00:00,https://files.oaiusercontent.com/file-9exeHds8fovsgj8Mf4nW3wNs?se=2123-10-20T07%3A28%3A32Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd0bb6afd-e8e2-443c-a802-4ccda5e70916.png&sig=AWIEH262Q7nMAu%2Bs0EY2pq/4HExhygZHTR8Ok5T4Pv8%3D,marketplace,Is it worth it to buy this company's stocks or shares?,Provide a detailed breakdown of financial health indicators,How does this cash flow statement affect the company's health?,"Evaluate company's expenditure on the salaries, is it paying too much?","public,reportable","browser,dalle,python",
2024-03-19,user-y64L5GgAAJfRiRfjSwUbtajV,g-fYC59iuyc,,https://chat.openai.com/g/g-fYC59iuyc-graphic-designergpt,Graphic DesignerGPT,600,3.71,21,78,"A digital design maestro,  specializes in creating visually stunning graphics. | ver. 001",2023-11-28,2023-11-28T07:09:17.423097+00:00,2023-11-29,2023-11-29T20:21:21.082180+00:00,https://files.oaiusercontent.com/file-jgzg7EmBPeA3CzmGk4382MCg?se=2123-11-04T07%3A28%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DGroup%252039676.png&sig=3Fhghfej23YBC33LQ7LhpiIQmBptEIiPfnKDphmoTas%3D,marketplace,▶️  Introduce yourself   ↗️,▶️  Generate brief   ↗,▶️  Generate  design   ↗,,"public,reportable","browser,dalle,python",
2024-03-19,user-HgYFmHwEMhVdJyD9zwCznYbH,g-y2AieAcdh,other,https://chat.openai.com/g/g-y2AieAcdh-magento-gpt,Magento GPT,600,5,1,5,Your AI expert guide in Magento and Adobe Commerce!,2023-11-10,2023-11-10T09:46:32.117413+00:00,2023-12-20,2023-12-20T09:08:29.960272+00:00,https://files.oaiusercontent.com/file-ZNqf7sGf8f4tQQhAdg94mA02?se=2123-10-17T10%3A07%3A21Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd20c2a15-7c58-48e5-acb7-57e5044de965.png&sig=Uzdq2vkr06zDYM1lGxqCn8lvxVFRiuAmVI%2BZb7VGxSM%3D,marketplace,How do I optimize Magento 2 performance?,Can you help with a Magento module issue?,What's new in the latest Adobe Commerce update?,Explain the Magento 2 checkout process.,"public,reportable","browser,dalle,python",
2024-03-19,user-57w0tKTtaXpmkQaDNo1aTivZ,g-Djf5F3trG,research,https://chat.openai.com/g/g-Djf5F3trG-seo-audit,SEO Audit,600,4,4,16,"SEO Audit is your smart, AI-powered chat tool for quick and thorough website SEO evaluations. It provides detailed audit reports and practical solutions to enhance your site's search engine performance.",2024-01-08,2024-01-08T21:58:17.509337+00:00,2024-01-13,2024-01-13T13:39:30.723226+00:00,https://files.oaiusercontent.com/file-3o0htM1nzQ9UN1BdR7z4bh9B?se=2123-12-20T13%3A39%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DSEO%2520Audit.png&sig=Do7whX4lkNDkg%2BRYcJ3Fta7Fg2LlZEaLN2aiIjx%2By%2Bg%3D,marketplace,Best platforms for SEO Audit,,,,"public,reportable","browser,dalle",
2024-03-19,user-rY9Ghco4Mk9dyGD5petZnVqO,g-JHXdczD88,,https://chat.openai.com/g/g-JHXdczD88-business-ideator,Business Ideator,600,,0,0,"Generates creative, niche business ideas with high demand",2023-11-10,2023-11-10T22:11:40.234532+00:00,2023-11-17,2023-11-17T16:54:07.553484+00:00,https://files.oaiusercontent.com/file-UkhVMxWbyHc1sCqVXZWp9RTM?se=2123-10-17T22%3A50%3A22Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3De22f3c53-c091-46ba-9787-a25f0a64ee97.png&sig=xRR3oVi6Pg5q2Ap3jClPDp/RPp/tTHy067SnTSKqjsk%3D,marketplace,Give me a unique business idea.,What's a niche market that's overlooked?,Suggest a creative product that can be profitable.,I need an unconventional service idea.,"public,reportable","browser,dalle",
2024-03-19,user-eYzkQMOTxJdfjXOmInlywsBQ,g-H7F28Kq3u,,https://chat.openai.com/g/g-H7F28Kq3u-transl-ai-te,transl(AI)te,600,4.25,4,17,German-English-German translator with grammar correction.,2023-12-12,2023-12-12T12:30:56.850968+00:00,2023-12-12,2023-12-12T13:09:21.734051+00:00,https://files.oaiusercontent.com/file-GVNe3fuLxe6IpVGmP4SxhbdE?se=2123-11-18T12%3A59%3A46Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D77a90b11-45c4-4d29-a2e4-adccba93cba2.png&sig=jc6iFc3t1/zFw0iU8GmJd2cyDYLUBj%2BNMStoGxZn8do%3D,marketplace,Correct and translate this to German:,Can you improve and translate this text to English?,Please correct and translate this sentence to German:,Improve and convert this to English:,"public,reportable","browser,dalle",
2024-03-19,user-NqwPwrHhXntibbk90yLDQ8tp,g-TKTvXbNYz,writing,https://chat.openai.com/g/g-TKTvXbNYz-verse-poetry-companion,Verse Poetry Companion,600,5,3,15,A muse for your poetry journey,2023-11-09,2023-11-09T21:46:16.932023+00:00,2024-01-11,2024-01-11T17:05:13.578377+00:00,https://files.oaiusercontent.com/file-MfE6QArDovqZtT9In3SWuz2M?se=2123-12-16T19%3A53%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DVerseAppStore_700.jpeg&sig=JOAIlEp7oWIxj8qQIp3axvQTlN2ZAT8C4%2Bhc66xTRMo%3D,marketplace,Establish a writing routine,Get an idea for a poem,Analyze a poem I wrote,Get creativity tips,"public,reportable","browser,dalle,python",
2024-03-19,user-fteOZyTsiwr7OGxkjPMzRKwe,g-zU5Sw92uV,lifestyle,https://chat.openai.com/g/g-zU5Sw92uV-astrology-kundli-guru,Astrology Kundli Guru,600,4.5,6,27,"Unlock the secrets of the stars with Astrology Kundli Guru! Share your birth details and dive into a personalized cosmic journey. Discover your destiny, love, and fortune as we guide you through the celestial whispers of your life's path.",2023-12-06,2023-12-06T11:04:21.188381+00:00,2024-03-13,2024-03-13T08:00:14.913916+00:00,https://files.oaiusercontent.com/file-5H5eczQyyjMto85fJYBT1k5w?se=2123-11-21T11%3A42%3A50Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dc6e78e48-699e-4a09-bd96-cfdb5ba118ee.png&sig=V3rcpGUsY9BcFujsBniZDCpkPyXoH67TExKo6HQdsTc%3D,marketplace,Interested in a kundli-inspired wallpaper for manifestation? Share your details,Lets create an ideal astrological tattoo design and its desired placement on your body.,Display Hotkeys list 'K',What can you do for me GURUJI?,"public,reportable,uses_function_calls","browser,dalle,plugins_prototype,python",api.gopitech.net
2024-03-19,user-eaq3DlNDVUqxp8Ifo8TiuBC5,g-cO7uo85IU,,https://chat.openai.com/g/g-cO7uo85IU-inspira-gpts,Inspira GPTs,600,5,5,25,"Gera ideias de GPTs para alunos do IA Revolution, baseadas em suas profissões.",2023-11-15,2023-11-15T10:45:45.856861+00:00,2023-11-15,2023-11-15T17:37:06.445194+00:00,https://files.oaiusercontent.com/file-TYlnYCVfZkQBiGoqYMYCcfYR?se=2123-10-22T11%3A22%3A59Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D5a229790-db8c-4f32-8361-21fbae785192.png&sig=m/WBodZTjO5IDjDwc0MKXQt6CzmAWjY6yYDbUE%2BZ9Kc%3D,link,Quero criar um GPT para minha área de atuação.,,,,"public,reportable","browser,dalle",
2024-03-19,user-3zmShPDbjwIhvvyMHKKITUWM,g-XRqFkyefW,,https://chat.openai.com/g/g-XRqFkyefW-chemistry-companion,Chemistry Companion,600,2.5,8,20,"Professional chemistry assistant, SMILES/SMART supported molecule and reaction diagrams, and more!",2023-11-23,2023-11-23T06:20:51.611783+00:00,2023-11-29,2023-11-29T14:15:53.493191+00:00,https://files.oaiusercontent.com/file-XsunIOp2GVOyyh523FlZbdXn?se=2123-10-30T06%3A28%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db708aa79-3655-4847-a59d-9bbdb54ee4b9.png&sig=jsOCfpteEf5UyFE/cL3KqZ2Zxg799tU7ZzQJEk/r0j8%3D,marketplace,Reaction diagram between sodium and water.,Caffiene molecule with annotation.,Lookup 'aspirin' via PubChem and display molecule.,Calculate the reaction yield of this equation.,"public,reportable,uses_function_calls","browser,dalle,plugins_prototype,python",cybrix.ai
2024-03-19,user-ESTx3kZy6ayBDFlurQ1w56t1,g-QxyTWAYXe,,https://chat.openai.com/g/g-QxyTWAYXe-tiyatutozundamon,チャットずんだもん,600,5,2,10,ずんずんプロジェクトの明るく元気なキャラクター、ずんだもんを演じます。,2023-11-10,2023-11-10T13:49:41.487385+00:00,2023-11-10,2023-11-10T14:43:32.369723+00:00,https://files.oaiusercontent.com/file-MQIgcjW00nwKa6qSVWGIAiQ1?se=2123-10-17T14%3A43%3A29Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dimage%2520%252850%2529.png&sig=S2IhzqzPCqcMLjiFfqajok25iwf/IFccATvSHEfqrOk%3D,marketplace,東北のおいしい食べ物を教えてください。,東北地方で見に行くべき場所はどこですか？,どうしたら東北地方の文化を体験できますか？,ずんだ餅の歴史について教えてください。,"public,reportable","browser,dalle,python",
2024-03-19,user-RXVAlal3JmsJMkQ9ANQ9Qslc,g-57dHgEitc,other,https://chat.openai.com/g/g-57dHgEitc-han-guo-yu-fan-yi,韩国语翻译,600,5,7,35,专注韩语翻译，按需提供多语言服务,2023-11-09,2023-11-09T18:30:23.220410+00:00,2024-03-14,2024-03-14T06:46:45.032492+00:00,https://files.oaiusercontent.com/file-2XbbpQfUpyjiPPKiGtfsX7be?se=2123-10-16T18%3A36%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D52736d14-46a6-4fbe-b85f-6334a3a97f21.png&sig=rrdW0kv5RZTzqprOB6BAvXat1RWwk2DfNTikyud9qEg%3D,marketplace,帮我翻译这段专业文献,我想了解韩国的法律用语,推荐一些互动学习韩语的方法,在不同设备上使用韩国语翻译 Pro 有何不同?,"public,reportable",browser,
2024-03-19,user-43YxmTeO06cyr6euYJzDlydV,g-C5NFLQnoR,research,https://chat.openai.com/g/g-C5NFLQnoR-industry-insight,Industry Insight,500,3.83,18,69,"Creates detailed, table-format industry reports on market size, key players, and trends.",2023-11-12,2023-11-12T09:53:42.455349+00:00,2024-01-24,2024-01-24T15:56:15.508139+00:00,https://files.oaiusercontent.com/file-2YMAajvqH52EmiJmNGjEz6rJ?se=2123-10-19T10%3A08%3A41Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D0fc0abed-998a-4ade-83c7-83ff1bad90d3.png&sig=oUvqU4JpJ8ylmwv99E26aE0W0Sf1BZkKaQxWpaNK9Yg%3D,marketplace,Request a [specify industry] report for [specify country],Provide a global overview for [specify industry],Compare [specify industry] in [country A] vs [country B],Show trends in [specify industry] for the last year,"public,reportable","browser,dalle",
2024-03-19,user-B8UlP7RbBO51G42xaLX3olVN,g-p73EQnNO5,,https://chat.openai.com/g/g-p73EQnNO5-humanizer,Humanizer,500,3.67,3,11,Transforms AI text to mimic human writing at various education levels.,2023-11-27,2023-11-27T10:18:59.252556+00:00,2023-11-27,2023-11-27T12:06:39.537472+00:00,https://files.oaiusercontent.com/file-rgaLyHLpp5c7Fiy6LHiAF89P?se=2123-11-03T12%3A06%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-27%252018.51.47%2520-%2520Beautiful%2520Circle%2520app%2520icon%2520for%2520%2527Humanizer%2527%252C%2520representing%2520the%2520transformation%2520of%2520AI%2520text%2520into%2520human-like%2520writing%2520at%2520various%2520education%2520levels.%2520The%2520icon%2520sh.png&sig=vZN4nFgRiwp5panEg6diQLTxHd7Z1iFcroLlD%2BKwUs4%3D,marketplace,Rewrite this text for a 5-year-old.,How would a PhD student explain this?,Make this sound like a 3rd grader wrote it.,Convert this into a text a teenager might write.,"public,reportable","browser,dalle,python",
2024-03-19,user-mYx3ikqT1WPwKEieI1x73qR1,g-nFc3XWXoU,other,https://chat.openai.com/g/g-nFc3XWXoU-ppt-image-gpt,PPT Image GPT,500,5,5,25,It generates the best Images for your PowerPoint slides.Just send a [screenshot] of your PowerPoint slide. I'll suggest and create the best images for you. Struggling to choose the right images or spending too much time searching online? Worry no more.,2023-12-11,2023-12-11T06:45:35.426142+00:00,2024-01-08,2024-01-08T09:40:21.956790+00:00,https://files.oaiusercontent.com/file-VRdc2HAWRUXMGR5W5LerJumk?se=2123-11-17T07%3A02%3A49Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D7.png&sig=lpLdt/%2B9BcmKKddiKDtIqu8aQLHTpIexj52axH6YLBQ%3D,marketplace,❓How do I use it?,Here's a screenshot of the slide. best image please.,Here's the text from the slide. best image please.,,"public,reportable",dalle,
